
TextDatabase/0.txt

WORD ROOTS COUNT FOR FILE: TextDatabase/0.txt

WORD ROOT	COUNTS		FREQUENCY
    thirti         1         4.84731e-05
      this        35          0.00169656
   thither         2         9.69462e-05
     those        14         0.000678623
    though        12         0.000581677
   thought         6         0.000290839
  thousand         8         0.000387785
  threaten         2         9.69462e-05
     three        10         0.000484731
     threw         2         9.69462e-05
    thrift         1         4.84731e-05
   through        14         0.000678623
     throw         1         4.84731e-05
    thrown         2         9.69462e-05
      thud         1         4.84731e-05
   thunder         2         9.69462e-05
      thus         2         9.69462e-05
      tide         1         4.84731e-05
   tilburi         1         4.84731e-05
      till         5         0.000242365
       tim         2         9.69462e-05
      time        22          0.00106641
      tini         1         4.84731e-05
       tip         1         4.84731e-05
        to       247           0.0119729
    togeth         3         0.000145419
      told         3         0.000145419
     tongu         2         9.69462e-05
       too        10         0.000484731
      took         7         0.000339312
      tool         1         4.84731e-05
       top         7         0.000339312
   tornado         1         4.84731e-05
   totteri         1         4.84731e-05
     touch         2         9.69462e-05
     tough         1         4.84731e-05
    toward        12         0.000581677
     tower         9         0.000436258
      town        14         0.000678623
     trade         1         4.84731e-05
    tradit         1         4.84731e-05
   traffic         1         4.84731e-05
     train         3         0.000145419
     tramp         1         4.84731e-05
  transfer         1         4.84731e-05
   transit         1         4.84731e-05
 transport         1         4.84731e-05
    travel         1         4.84731e-05
      tree        10         0.000484731
   tremend         1         4.84731e-05
    trench         1         4.84731e-05
       tri         5         0.000242365
   triumph         1         4.84731e-05
     troop        25          0.00121183
      trot         3         0.000145419
    troubl         1         4.84731e-05
      true         3         0.000145419
     truli         1         4.84731e-05
     trust         1         4.84731e-05
     truth         2         9.69462e-05
   tuesday         1         4.84731e-05
     tumbl         1         4.84731e-05
     tunic         1         4.84731e-05
      turn         5         0.000242365
     twelv         1         4.84731e-05
    twenti         1         4.84731e-05
   twitter         2         9.69462e-05
       two        28          0.00135725
      twos         1         4.84731e-05
   ubiquit         1         4.84731e-05
     unabl         3         0.000145419
     unaid         1         4.84731e-05
     under        13          0.00063015
  undertak         1         4.84731e-05
   undoubt         1         4.84731e-05
   uniform         2         9.69462e-05
      unit         1         4.84731e-05
     unnot         1         4.84731e-05
  unobserv         1         4.84731e-05
    unpaid         1         4.84731e-05
   unpleas         1         4.84731e-05
    unrest         1         4.84731e-05
     until         2         9.69462e-05
     unwil         1         4.84731e-05
        up        32          0.00155114
    upland         1         4.84731e-05
      upon         9         0.000436258
        us        13          0.00063015
       use         4         0.000193892
     usual         2         9.69462e-05
      vagu         2         9.69462e-05
    valley         3         0.000145419
    vantag         1         4.84731e-05
   various         2         9.69462e-05
        ve         2         9.69462e-05
 vehicular         1         4.84731e-05
    ventur         1         4.84731e-05
      veri        18         0.000872516
   veteran         1         4.84731e-05
    vibrat         1         4.84731e-05
     vicin         3         0.000145419
   victori         4         0.000193892
  victoria         2         9.69462e-05
      view         1         4.84731e-05
    villag         3         0.000145419
    vindic         1         4.84731e-05
    violet         1         4.84731e-05
  virginia         1         4.84731e-05
    visibl         1         4.84731e-05
     vivid         1         4.84731e-05
   volcano         1         4.84731e-05
     volum         1         4.84731e-05
    volunt        11         0.000533204
       von         1         4.84731e-05
      wait         1         4.84731e-05
      wake         1         4.84731e-05
      wale         1         4.84731e-05
      walk         1         4.84731e-05
      wall         2         9.69462e-05
    walter         2         9.69462e-05
    wander         3         0.000145419
    wanton         1         4.84731e-05
       war        10         0.000484731
      warm         1         4.84731e-05
   warrior         1         4.84731e-05
   warship         2         9.69462e-05
       was       151          0.00731944
washington         2         9.69462e-05
       wat         1         4.84731e-05
     watch         3         0.000145419
     water         2         9.69462e-05
  waterloo         2         9.69462e-05
       way        18         0.000872516
        we        36          0.00174503
   weakest         1         4.84731e-05
  wearisom         1         4.84731e-05
   weather         1         4.84731e-05
 wednesday         1         4.84731e-05
    weight         1         4.84731e-05
     weird         1         4.84731e-05
    welcom         1         4.84731e-05
      well        10         0.000484731
      went         4         0.000193892
      were        97          0.00470189
      west         7         0.000339312
   western         3         0.000145419
  westward         2         9.69462e-05
      what        16          0.00077557
    whatev         2         9.69462e-05
      when        16          0.00077557
     whenc         1         4.84731e-05
    whenev         1         4.84731e-05
     where        12         0.000581677
   whether         1         4.84731e-05
       whi         1         4.84731e-05
     which        47          0.00227824
     while        13          0.00063015
     whine         1         4.84731e-05
     whirl         1         4.84731e-05
 whirlwind         1         4.84731e-05
    whistl         1         4.84731e-05
     white         5         0.000242365
       who        29          0.00140572
     whole         9         0.000436258
     whose         2         9.69462e-05
  wickford         4         0.000193892
   wickham         6         0.000290839
      wide         3         0.000145419
      wife         2         9.69462e-05
      will         6         0.000290839
      wind         2         9.69462e-05
    window         6         0.000290839
      wink         1         4.84731e-05
      wire         2         9.69462e-05
      wish         2         9.69462e-05
       wit         4         0.000193892
      with        55          0.00266602
   without         8         0.000387785
 withstand         2         9.69462e-05
 withstood         1         4.84731e-05
      wive         1         4.84731e-05
     women         4         0.000193892
       won         2         9.69462e-05
    wonder         2         9.69462e-05
      wood        15         0.000727096
   woodham        10         0.000484731
  woodland         1         4.84731e-05
      word         1         4.84731e-05
      work         5         0.000242365
    worker         2         9.69462e-05
     worst         2         9.69462e-05
     would        14         0.000678623
    wouldn         1         4.84731e-05
     wound         4         0.000193892
     write         4         0.000193892
     writh         1         4.84731e-05
   written         2         9.69462e-05
      yard         3         0.000145419
      year         4         0.000193892
  yeomanri         3         0.000145419
       yes         2         9.69462e-05
 yesterday         2         9.69462e-05
       yet         6         0.000290839
       you         7         0.000339312
     young         1         4.84731e-05
  youngest         1         4.84731e-05
      your         2         9.69462e-05
      zero         1         4.84731e-05

TextDatabase/49.txt

WORD ROOTS COUNT FOR FILE: TextDatabase/49.txt

WORD ROOT	COUNTS		FREQUENCY
---------------------------------------------
         a        50          0.00462449
       abl         2          0.00018498
     about         7         0.000647429
      abov         2          0.00018498
    abroad         1         9.24898e-05
   absolut         2          0.00018498
  accommod         1         9.24898e-05
 accompani         1         9.24898e-05
accomplish         2          0.00018498
    accord         1         9.24898e-05
   account         1         9.24898e-05
  acquaint         1         9.24898e-05
    across         4         0.000369959
       act         4         0.000369959
    action         2          0.00018498
     activ         4         0.000369959
    actual         1         9.24898e-05
     addit         2          0.00018498
     adequ         1         9.24898e-05
 admiralti         2          0.00018498
     adopt         1         9.24898e-05
    advanc         8         0.000739919
    affect         1         9.24898e-05
afghanistan         1         9.24898e-05
    africa         1         9.24898e-05
     after         7         0.000647429
 afterglow         1         9.24898e-05
     again         2          0.00018498
   against         3         0.000277469
     agent         1         9.24898e-05
   aggress         1         9.24898e-05
       ago         1         9.24898e-05
       ala         3         0.000277469
     alarm         2          0.00018498
  alarmist         1         9.24898e-05
     alban         1         9.24898e-05
 aldershot         5         0.000462449
       all        26          0.00240474
     allay         1         9.24898e-05
     allud         2          0.00018498
    almost         2          0.00018498
     along         4         0.000369959
   alreadi         5         0.000462449
      also         9         0.000832408
  although         2          0.00018498
     alway         1         9.24898e-05
ambassador         2          0.00018498
     ambul         2          0.00018498
      amic         1         9.24898e-05
        an         6         0.000554939
       and       207           0.0191454
    anglia         1         9.24898e-05
     angri         1         9.24898e-05
       ani        14          0.00129486
     anoth         1         9.24898e-05
   anticip         3         0.000277469
 antimilit         1         9.24898e-05
     anyth         1         9.24898e-05
   anywher         1         9.24898e-05
     appal         1         9.24898e-05
 apparatus         1         9.24898e-05
    appear         1         9.24898e-05
 apprehens         1         9.24898e-05
  approach         1         9.24898e-05
      arch         1         9.24898e-05
       are         2          0.00018498
       arm         5         0.000462449
      armi        10         0.000924898
    around         2          0.00018498
    arrang         2          0.00018498
     arriv        14          0.00129486
    arteri         1         9.24898e-05
 artilleri         9         0.000832408
        as        41          0.00379208
 ascertain         1         9.24898e-05
    ashley         1         9.24898e-05
    ashton         1         9.24898e-05
   assembl         1         9.24898e-05
        at        63          0.00582686
    attack         3         0.000277469
   attempt         1         9.24898e-05
    audaci         1         9.24898e-05
    august         2          0.00018498
    author         1         9.24898e-05
 auxiliari         1         9.24898e-05
     avail         2          0.00018498
    averag         1         9.24898e-05
     avert         1         9.24898e-05
    awaken         2          0.00018498
      away         6         0.000554939
         b         1         9.24898e-05
      back         2          0.00018498
       bad         1         9.24898e-05
   badajoz         1         9.24898e-05
    baggag         1         9.24898e-05
   bagshot         1         9.24898e-05
    bakeri         1         9.24898e-05
   baldock         2          0.00018498
   balloon         2          0.00018498
      band         1         9.24898e-05
      bank         9         0.000832408
    banker         1         9.24898e-05
       bar         1         9.24898e-05
 battalion        13          0.00120237
    batter         1         9.24898e-05
   batteri         1         9.24898e-05
     battl         1         9.24898e-05
        be        31          0.00286718
      bear         1         9.24898e-05
     becam         2          0.00018498
     becom         1         9.24898e-05
bedfordshir         1         9.24898e-05
      been        35          0.00323714
     befor         9         0.000832408
     began         1         9.24898e-05
     begun         1         9.24898e-05
    believ         2          0.00018498
   beneath         1         9.24898e-05
  berkeley         1         9.24898e-05
      best         1         9.24898e-05
   between         4         0.000369959
  beverley         1         9.24898e-05
    bewild         1         9.24898e-05
    beyond         5         0.000462449
       big         5         0.000462449
    billet         2          0.00018498
birmingham         1         9.24898e-05
   blacker         1         9.24898e-05
     blaze         2          0.00018498
     blood         1         9.24898e-05
      blow         5         0.000462449
      bodi         4         0.000369959
      boil         1         9.24898e-05
      bolt         1         9.24898e-05
    bolton         1         9.24898e-05
    border         1         9.24898e-05
    bordon         3         0.000277469
      bore         1         9.24898e-05
      both         4         0.000369959
     bound         1         9.24898e-05
  bradford         1         9.24898e-05
  braintre         2          0.00018498
 breadless         1         9.24898e-05
breathless         2          0.00018498
 brentford         1         9.24898e-05
  bricklay         1         9.24898e-05
     bridg         6         0.000554939
    brigad         9         0.000832408
   brigadi         2          0.00018498
brinsworth         1         9.24898e-05
  bristram         1         9.24898e-05
   british         5         0.000462449
  broadsid         1         9.24898e-05
    broken         1         9.24898e-05
   brought         2          0.00018498
buckingham         1         9.24898e-05
     build         2          0.00018498
      bulk         1         9.24898e-05
      bunt         1         9.24898e-05
      buri         2          0.00018498
      busi         3         0.000277469
    busili         1         9.24898e-05
       but        11          0.00101739
    button         1         9.24898e-05
       buy         1         9.24898e-05
        by        45          0.00416204
         c         1         9.24898e-05
       cab         1         9.24898e-05
   cabinet         1         9.24898e-05
      cabl         1         9.24898e-05
      call         2          0.00018498
  cambridg         3         0.000277469
      came        10         0.000924898
      camp         3         0.000277469
  campaign         1         9.24898e-05
    capabl         1         9.24898e-05
     capit         1         9.24898e-05
       car         2          0.00018498
      care         1         9.24898e-05
   carlisl         2          0.00018498
   carlton         2          0.00018498
     carri         3         0.000277469
      case         3         0.000277469
      cash         2          0.00018498
      cast         1         9.24898e-05
 catchword         1         9.24898e-05
  catcliff         2          0.00018498
    caught         1         9.24898e-05
      caus         2          0.00018498
   cavalri        13          0.00120237
 cavendish         1         9.24898e-05
     cecil         1         9.24898e-05
      cent         4         0.000369959
     centr         3         0.000277469
   central         1         9.24898e-05
   certain         1         9.24898e-05
     chain         1         9.24898e-05
      chao         2          0.00018498
     chare         1         9.24898e-05
  chatteri         1         9.24898e-05
     check         1         9.24898e-05
     cheer         2          0.00018498
   chesham         1         9.24898e-05
     chief         1         9.24898e-05
    chosen         2          0.00018498
     circl         2          0.00018498
  circumst         2          0.00018498
      citi         3         0.000277469
   citizen         2          0.00018498
  civilian         1         9.24898e-05
   clapham         1         9.24898e-05
     class         2          0.00018498
     clock         1         9.24898e-05
     close         1         9.24898e-05
     cloth         2          0.00018498
     coast         1         9.24898e-05
  colchest         3         0.000277469
      cold         1         9.24898e-05
   collect         1         9.24898e-05
      coln         1         9.24898e-05
   colonel         1         9.24898e-05
    colour         1         9.24898e-05
    column         2          0.00018498
      come         1         9.24898e-05
   comfort         1         9.24898e-05
   command        13          0.00120237
   commenc         1         9.24898e-05
    commit         1         9.24898e-05
   commune         1         9.24898e-05
  communic         2          0.00018498
   compani         2          0.00018498
    compel         2          0.00018498
   complet         8         0.000739919
   complex         1         9.24898e-05
    compos         1         9.24898e-05
    comrad         1         9.24898e-05
  concentr         2          0.00018498
  concours         1         9.24898e-05
   conduct         2          0.00018498
    confid         1         9.24898e-05
  conflict         1         9.24898e-05
    confus         2          0.00018498
   congest         1         9.24898e-05
   consequ         3         0.000277469
  consider         2          0.00018498
   consist         3         0.000277469
    consol         1         9.24898e-05
  constabl         4         0.000369959
  constant         3         0.000277469
  constitu         1         9.24898e-05
    consul         1         9.24898e-05
    contin         1         9.24898e-05
   conting         1         9.24898e-05
contradict         1         9.24898e-05
   control         1         9.24898e-05
   convent         1         9.24898e-05
      copi         2          0.00018498
   cordial         1         9.24898e-05
      corn         1         9.24898e-05
     coron         1         9.24898e-05
      corp        20           0.0018498
   corunna         1         9.24898e-05
    cottag         1         9.24898e-05
     could        10         0.000924898
   countri        10         0.000924898
     cours         2          0.00018498
    covent         1         9.24898e-05
     cover         1         9.24898e-05
     crash         1         9.24898e-05
     creat         2          0.00018498
    credit         2          0.00018498
     crest         1         9.24898e-05
     crisi         1         9.24898e-05
    cromer         1         9.24898e-05
     cross         3         0.000277469
     crowd         6         0.000554939
     crush         2          0.00018498
  cuirassi         1         9.24898e-05
cumberland         1         9.24898e-05
   currenc         1         9.24898e-05
   cyclist         1         9.24898e-05
      czar         1         9.24898e-05
     daili         2          0.00018498
     damag         2          0.00018498
      dark         2          0.00018498
      date         1         9.24898e-05
      dawn         1         9.24898e-05
       day        10         0.000924898
  daybreak         1         9.24898e-05
      dead         1         9.24898e-05
      deal         1         9.24898e-05
     dealt         2          0.00018498
     death         2          0.00018498
     debat         1         9.24898e-05
    declar         1         9.24898e-05
     decre         1         9.24898e-05
    deepli         1         9.24898e-05
    defenc         9         0.000832408
    defend         2          0.00018498
    defici         1         9.24898e-05
     delay         2          0.00018498
     deliv         1         9.24898e-05
  demagogu         1         9.24898e-05
    demand         1         9.24898e-05
  demonstr         2          0.00018498
     denud         2          0.00018498
    depart         1         9.24898e-05
    deplet         1         9.24898e-05
     depot         1         9.24898e-05
   depreci         1         9.24898e-05
   despair         3         0.000277469
    destin         1         9.24898e-05
   destroy         1         9.24898e-05
    detect         1         9.24898e-05
       did         2          0.00018498
    differ         2          0.00018498
     dilig         1         9.24898e-05
       din         1         9.24898e-05
  diplomat         1         9.24898e-05
    direct         4         0.000369959
   disastr         1         9.24898e-05
  discount         1         9.24898e-05
   display         3         0.000277469
    dispos         1         9.24898e-05
  disposit         1         9.24898e-05
   distanc         2          0.00018498
   distant         1         9.24898e-05
distinguish         2          0.00018498
  district         3         0.000277469
     divis        10         0.000924898
  division         2          0.00018498
        do         4         0.000369959
    doctor         1         9.24898e-05
     domin         1         9.24898e-05
       don         1         9.24898e-05
      done         3         0.000277469
  dorndorf         1         9.24898e-05
     dover         1         9.24898e-05
      down         9         0.000832408
   downham         1         9.24898e-05
     dozen         1         9.24898e-05
      drag         1         9.24898e-05
   dragoon         2          0.00018498
      draw         1         9.24898e-05
     drive         2          0.00018498
    driven         1         9.24898e-05
      drop         1         9.24898e-05
     drown         1         9.24898e-05
      duke         2          0.00018498
      duli         1         9.24898e-05
      dure         5         0.000462449
    durham         1         9.24898e-05
     dusti         2          0.00018498
      duti         3         0.000277469
      each         3         0.000277469
     eager         3         0.000277469
       ear         1         9.24898e-05
     earli         1         9.24898e-05
 earthwork         1         9.24898e-05
      east         8         0.000739919
    easter         1         9.24898e-05
   eastern         1         9.24898e-05
  eastward         2          0.00018498
    edmund         1         9.24898e-05
    edward         1         9.24898e-05
    effect         3         0.000277469
   effectu         1         9.24898e-05
    effici         1         9.24898e-05
 effingham         1         9.24898e-05
    effort         2          0.00018498
     egypt         1         9.24898e-05
     eight         2          0.00018498
     elect         1         9.24898e-05
   elector         1         9.24898e-05
       eli         1         9.24898e-05
       els         1         9.24898e-05
  elsewher         2          0.00018498
    embark         1         9.24898e-05
   embassi         1         9.24898e-05
  emissari         1         9.24898e-05
    employ         2          0.00018498
        en         1         9.24898e-05
     enabl         1         9.24898e-05
    encamp         1         9.24898e-05
  encourag         1         9.24898e-05
       end         3         0.000277469
 endeavour         2          0.00018498
     enemi         7         0.000647429
     engag         2          0.00018498
     engin         1         9.24898e-05
   england         8         0.000739919
   english         5         0.000462449
englishman         2          0.00018498
    enlist         1         9.24898e-05
     enrol         1         9.24898e-05
    ensign         1         9.24898e-05
    entent         1         9.24898e-05
 enterpris         1         9.24898e-05
enthusiasm         2          0.00018498
     entir         4         0.000369959
   entrain         1         9.24898e-05
  entrench         1         9.24898e-05
     equip         4         0.000369959
    escort         1         9.24898e-05
    especi         1         9.24898e-05
     essex         3         0.000277469
 establish         1         9.24898e-05
     estim         1         9.24898e-05
     europ         1         9.24898e-05
      even        10         0.000924898
     event         1         9.24898e-05
      ever         2          0.00018498
     everi        17          0.00157233
   everyon         2          0.00018498
 everywher         5         0.000462449
      evid         1         9.24898e-05
     exact         2          0.00018498
     exalt         1         9.24898e-05
    except         1         9.24898e-05
   exchang         1         9.24898e-05
     excit         5         0.000462449
     exist         2          0.00018498
       exn         1         9.24898e-05
    experi         1         9.24898e-05
    explos         1         9.24898e-05
     expos         3         0.000277469
    extend         1         9.24898e-05
      face         1         9.24898e-05
   facilit         1         9.24898e-05
      fact         2          0.00018498
      fail         1         9.24898e-05
      fall         1         9.24898e-05
    fallen         1         9.24898e-05
    famili         1         9.24898e-05
    famish         2          0.00018498
    famous         1         9.24898e-05
       far         4         0.000369959
   farther         2          0.00018498
     fatal         1         9.24898e-05
    father         1         9.24898e-05
      fear         1         9.24898e-05
       fed         4         0.000369959
      feel         1         9.24898e-05
      feet         1         9.24898e-05
       fen         1         9.24898e-05
       few         3         0.000277469
     fewer         1         9.24898e-05
     field        10         0.000924898
   fifteen         1         9.24898e-05
     fifti         1         9.24898e-05
      fill         4         0.000369959
    financ         1         9.24898e-05
   financi         1         9.24898e-05
      find         1         9.24898e-05
      fine         2          0.00018498
  finsburi         1         9.24898e-05
      fire         3         0.000277469
      firm         1         9.24898e-05
     first         7         0.000647429
      five         5         0.000462449
       fix         1         9.24898e-05
      flag         1         9.24898e-05
     flank         5         0.000462449
      flat         1         9.24898e-05
      fled         1         9.24898e-05
      flew         2          0.00018498
       fli         1         9.24898e-05
    flower         1         9.24898e-05
    follow         4         0.000369959
      food         2          0.00018498
   foolish         1         9.24898e-05
      foot         2          0.00018498
       for        25          0.00231225
      forc         2          0.00018498
   foreign         2          0.00018498
  foremost         1         9.24898e-05
    forest         1         9.24898e-05
      form         4         0.000369959
    former         1         9.24898e-05
  fortescu         2          0.00018498
  forthcom         1         9.24898e-05
     forti         1         9.24898e-05
     found         8         0.000739919
   foundat         1         9.24898e-05
      four         5         0.000462449
     franc         1         9.24898e-05
    franco         1         9.24898e-05
   frantic         1         9.24898e-05
    french         3         0.000277469
    friday         1         9.24898e-05
      from        37          0.00342212
     front         6         0.000554939
   frölich         1         9.24898e-05
     fugit         1         9.24898e-05
  function         2          0.00018498
   furnish         1         9.24898e-05
    fusili         4         0.000369959
     futil         2          0.00018498
   gallant         1         9.24898e-05
      gang         1         9.24898e-05
      gape         1         9.24898e-05
    garden         2          0.00018498
  garrison         1         9.24898e-05
    gather         1         9.24898e-05
   general        14          0.00129486
generalissimo         1         9.24898e-05
    geneva         1         9.24898e-05
     georg         1         9.24898e-05
    german        24          0.00221976
   germani         1         9.24898e-05
       get         4         0.000369959
     giant         1         9.24898e-05
    girder         1         9.24898e-05
      give         2          0.00018498
     given         5         0.000462449
     glanc         1         9.24898e-05
     globe         1         9.24898e-05
        go         1         9.24898e-05
       god         1         9.24898e-05
      gold         2          0.00018498
      good         1         9.24898e-05
      gool         1         9.24898e-05
       got         3         0.000277469
    govern         4         0.000369959
      graf         1         9.24898e-05
     grand         1         9.24898e-05
greasborough         1         9.24898e-05
     great        12          0.00110988
   greater         1         9.24898e-05
  greatest         2          0.00018498
      grew         1         9.24898e-05
      grey         1         9.24898e-05
   griffin         1         9.24898e-05
      grim         1         9.24898e-05
   grimsbi         1         9.24898e-05
     groan         1         9.24898e-05
 grosvenor         2          0.00018498
    ground         3         0.000277469
     group         1         9.24898e-05
     guard         3         0.000277469
      guid         1         9.24898e-05
       gun         5         0.000462449
       had        83          0.00767666
    haesel         1         9.24898e-05
      hail         1         9.24898e-05
      half         2          0.00018498
   halifax         1         9.24898e-05
      hall         1         9.24898e-05
      halt         1         9.24898e-05
      hand         7         0.000647429
handsworth         1         9.24898e-05
    happen         1         9.24898e-05
      hard         1         9.24898e-05
     hasti         1         9.24898e-05
      have        17          0.00157233
     havoc         2          0.00018498
 haymarket         1         9.24898e-05
        he         2          0.00018498
      head         2          0.00018498
  headlong         1         9.24898e-05
 headquart         4         0.000369959
     heard         1         9.24898e-05
     heart         1         9.24898e-05
      heat         1         9.24898e-05
     heavi         2          0.00018498
      held         6         0.000554939
    heroic         1         9.24898e-05
 heterogen         1         9.24898e-05
      high         3         0.000277469
    higher         1         9.24898e-05
   highest         1         9.24898e-05
      hill         1         9.24898e-05
       him         2          0.00018498
   himself         1         9.24898e-05
       his         7         0.000647429
   hitchin         2          0.00018498
    hither         1         9.24898e-05
   holborn         1         9.24898e-05
    holder         1         9.24898e-05
   holiday         1         9.24898e-05
   holland         1         9.24898e-05
      holt         1         9.24898e-05
      home         1         9.24898e-05
    honest         1         9.24898e-05
    honour         1         9.24898e-05
      hope         2          0.00018498
  hopeless         1         9.24898e-05
      hord         1         9.24898e-05
      horn         1         9.24898e-05
      hors         4         0.000369959
    hospit         1         9.24898e-05
    hostil         1         9.24898e-05
       hot         2          0.00018498
     hotel         2          0.00018498
  hounslow         3         0.000277469
      hour         8         0.000739919
      hous         7         0.000647429
     howev         7         0.000647429
      huge         1         9.24898e-05
      hull         1         9.24898e-05
  humblest         1         9.24898e-05
     hundr         8         0.000739919
    hunger         1         9.24898e-05
    hungri         2          0.00018498
huntingdon         1         9.24898e-05
     hurri         3         0.000277469
    hussar         3         0.000277469
      hyde         1         9.24898e-05
         i         2          0.00018498
  icknield         1         9.24898e-05
     idler         1         9.24898e-05
        if         6         0.000554939
    immedi         2          0.00018498
     immin         1         9.24898e-05
impedimenta         1         9.24898e-05
    imperi         3         0.000277469
        in       104          0.00961894
   inadequ         1         9.24898e-05
    includ         7         0.000647429
   increas         2          0.00018498
      inde         2          0.00018498
    indemn         1         9.24898e-05
  independ         2          0.00018498
     india         1         9.24898e-05
    indign         1         9.24898e-05
  individu         1         9.24898e-05
  industri         1         9.24898e-05
  infantri        14          0.00129486
    influx         1         9.24898e-05
    inform         1         9.24898e-05
   inhabit         4         0.000369959
   instanc         1         9.24898e-05
   instant         2          0.00018498
   instead         1         9.24898e-05
instrument         1         9.24898e-05
 insuffici         1         9.24898e-05
    insult         1         9.24898e-05
    intact         1         9.24898e-05
    intend         1         9.24898e-05
  interest         1         9.24898e-05
 interrupt         2          0.00018498
      into        15          0.00138735
     invad         4         0.000369959
     invas         3         0.000277469
  investig         1         9.24898e-05
   ipswich         2          0.00018498
      irat         1         9.24898e-05
       ire         1         9.24898e-05
      iron         1         9.24898e-05
        is         5         0.000462449
      issu         1         9.24898e-05
        it        39           0.0036071
    itself         4         0.000369959
       ive         1         9.24898e-05
      ivth         1         9.24898e-05
      ixth         1         9.24898e-05
      jack         1         9.24898e-05
      jame         2          0.00018498
   januari         1         9.24898e-05
      jeer         1         9.24898e-05
      john         1         9.24898e-05
      join         5         0.000462449
       jpg         2          0.00018498
      jump         1         9.24898e-05
  junction         1         9.24898e-05
    junior         1         9.24898e-05
      just         2          0.00018498
    kasten         1         9.24898e-05
      keep         1         9.24898e-05
  kentford         1         9.24898e-05
      kept         1         9.24898e-05
       key         1         9.24898e-05
      king         7         0.000647429
   kleppen         1         9.24898e-05
      knew         2          0.00018498
knightsbridg         1         9.24898e-05
      know         1         9.24898e-05
     known         6         0.000554939
  kronhelm         1         9.24898e-05
      lack         1         9.24898e-05
 lancashir         8         0.000739919
   lancast         3         0.000277469
      land         7         0.000647429
      lane         2          0.00018498
      larg         5         0.000462449
      last         4         0.000369959
      late         1         9.24898e-05
     later         1         9.24898e-05
    latter         2          0.00018498
     laugh         2          0.00018498
   lawless         1         9.24898e-05
       lay         2          0.00018498
     least         3         0.000277469
      leav         1         9.24898e-05
       led         1         9.24898e-05
      left         7         0.000647429
    leisur         1         9.24898e-05
    length         1         9.24898e-05
      less         1         9.24898e-05
    letter         1         9.24898e-05
     level         2          0.00018498
      lieu         1         9.24898e-05
   lieuten         2          0.00018498
      life         2          0.00018498
  lifelong         1         9.24898e-05
     light         4         0.000369959
      like         1         9.24898e-05
      line        13          0.00120237
      list         1         9.24898e-05
     littl         5         0.000462449
littleport         1         9.24898e-05
      live         2          0.00018498
 liverpool         3         0.000277469
     locat         2          0.00018498
   lombard         1         9.24898e-05
    london        26          0.00240474
      long         7         0.000647429
      look         2          0.00018498
      lord         1         9.24898e-05
      lost         2          0.00018498
  lothburi         1         9.24898e-05
      love         1         9.24898e-05
 lowestoft         1         9.24898e-05
     loyal         1         9.24898e-05
      lyne         1         9.24898e-05
      lynn         2          0.00018498
      made         6         0.000554939
  magnific         1         9.24898e-05
      main         1         9.24898e-05
  maintain         1         9.24898e-05
   majesti         2          0.00018498
     major         4         0.000369959
      make         8         0.000739919
     malpa         1         9.24898e-05
       man         1         9.24898e-05
  manchest         1         9.24898e-05
      mani         8         0.000739919
    manner         2          0.00018498
  mannheim         1         9.24898e-05
manningtre         1         9.24898e-05
   mansion         2          0.00018498
manufactur         3         0.000277469
       map         2          0.00018498
     marbl         1         9.24898e-05
     march        11          0.00101739
      mark         1         9.24898e-05
    market         3         0.000277469
      mass         4         0.000369959
    matter         1         9.24898e-05
     maxim         1         9.24898e-05
     meagr         1         9.24898e-05
      mean         2          0.00018498
     meant         2          0.00018498
  meanwhil         2          0.00018498
    measur         3         0.000277469
    member         2          0.00018498
     memor         1         9.24898e-05
       men        16          0.00147984
      merg         1         9.24898e-05
       met         3         0.000277469
 metropoli         2          0.00018498
mexborough         1         9.24898e-05
     middl         1         9.24898e-05
   midland         1         9.24898e-05
  midnight         1         9.24898e-05
     might         6         0.000554939
      mile         6         0.000554939
  militari         2          0.00018498
   militia         4         0.000369959
      mill         1         9.24898e-05
   million         1         9.24898e-05
      mind         1         9.24898e-05
       mob         2          0.00018498
   mobilis         2          0.00018498
    modder         1         9.24898e-05
    moment         5         0.000462449
    monday         1         9.24898e-05
     money         3         0.000277469
     month         1         9.24898e-05
moratorium         1         9.24898e-05
      more         4         0.000369959
    moreov         1         9.24898e-05
    morgan         1         9.24898e-05
      morn         3         0.000277469
      most         5         0.000462449
     motor         8         0.000739919
  motorist         1         9.24898e-05
   moulton         1         9.24898e-05
     mount         1         9.24898e-05
      move         5         0.000462449
  movement         2          0.00018498
      much         5         0.000462449
     muddl         1         9.24898e-05
    muster         1         9.24898e-05
        my         2          0.00018498
   mysteri         1         9.24898e-05
  métropol         1         9.24898e-05
      name         2          0.00018498
     natur         1         9.24898e-05
        nd        11          0.00101739
      near         3         0.000277469
 necessari         4         0.000369959
   neglect         1         9.24898e-05
neighbourhood         3         0.000277469
     never         1         9.24898e-05
nevertheless         1         9.24898e-05
       new         3         0.000277469
  newcastl         1         9.24898e-05
 newmarket         1         9.24898e-05
      news         1         9.24898e-05
     night         8         0.000739919
        no         8         0.000739919
    nobodi         1         9.24898e-05
   noisili         1         9.24898e-05
     nomin         1         9.24898e-05
       nor         1         9.24898e-05
     north         8         0.000739919
northamptonshir         1         9.24898e-05
   norther         1         9.24898e-05
  northern         2          0.00018498
northumberland         2          0.00018498
 northward         1         9.24898e-05
    norton         1         9.24898e-05
       not        11          0.00101739
      noth         4         0.000369959
     notic         1         9.24898e-05
